"MacroTrends Data Download"
"SHEL - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
1980-03-17,8.7429,8.9547,8.6973,8.7429,25673
1980-03-18,9.1517,9.1517,8.7879,9.1517,20970
1980-03-19,9.0004,9.1672,9.0004,9.0004,14449
1980-03-20,8.9093,9.1366,8.9093,8.9093,20461
1980-03-21,8.8486,8.879,8.7879,8.8486,10982
1980-03-24,8.6668,8.8185,8.6668,8.6668,13600
1980-03-25,8.7274,8.758,8.6366,8.7274,14837
1980-03-26,8.7729,8.8336,8.758,8.7729,6449
1980-03-27,8.4399,8.5454,8.0606,8.4399,12146
1980-03-28,8.6366,8.6366,8.4399,8.6366,6424
1980-03-31,8.6517,8.6668,8.4849,8.6517,5309
1980-04-01,8.6517,8.7429,8.6366,8.6517,9746
1980-04-02,8.6668,8.758,8.6517,8.6668,7539
1980-04-03,8.7122,8.758,8.6517,8.7122,3661
1980-04-07,8.5454,8.6517,8.5454,8.5454,8291
1980-04-08,8.5761,8.5761,8.4244,8.5761,6182
1980-04-09,9.0303,9.0761,8.7879,9.0303,9939
1980-04-10,9.0761,9.1517,9.0154,9.0761,6497
1980-04-11,9.0004,9.091,9.0004,9.0004,4412
1980-04-14,9.1214,9.1365,9.0609,9.1214,5939
1980-04-15,9.091,9.1366,8.9698,9.091,8412
1980-04-16,9.2277,9.2428,9.1672,9.2277,8315
1980-04-17,9.1366,9.1672,9.091,9.1366,14740
1980-04-18,9.1517,9.1971,9.1517,9.1517,2376
1980-04-21,9.1971,9.2277,9.1672,9.1971,3079
1980-04-22,9.1672,9.1672,9.091,9.1672,6327
1980-04-23,9.2429,9.3034,9.1971,9.2429,14424
1980-04-24,9.1971,9.2429,9.1971,9.1971,6812
1980-04-25,9.1366,9.1517,9.091,9.1366,5746
1980-04-28,9.2578,9.2727,9.1971,9.2578,8000
1980-04-29,9.2727,9.2882,9.2122,9.2727,3661
1980-04-30,9.2727,9.2882,9.2122,9.2727,18133
1980-05-01,9.2578,9.2882,9.2429,9.2578,13600
1980-05-02,9.1821,9.2577,9.1821,9.1821,18643
1980-05-05,9.2578,9.2578,9.1822,9.2578,7176
1980-05-06,9.2429,9.2728,9.2429,9.2429,14279
1980-05-07,9.3489,9.3941,9.2428,9.3489,10667
1980-05-08,9.3185,9.4097,9.3185,9.3185,15224
1980-05-09,9.2122,9.3185,9.1821,9.2122,9915
1980-05-12,9.2882,9.3185,9.2277,9.2882,9552
1980-05-13,10.0607,10.1974,9.3639,10.0607,47297
1980-05-14,9.9851,10.0307,9.955,9.9851,14570
1980-05-15,9.7576,9.9702,9.7427,9.7576,8000
1980-05-16,9.7126,9.7427,9.667,9.7126,4752
1980-05-19,9.8338,9.8639,9.6971,9.8338,5382
1980-05-20,9.9851,10.0307,9.8945,9.9851,5649
1980-05-21,10.0607,10.0911,10.0306,10.0607,9576
1980-05-22,9.6971,9.7277,9.6366,9.6971,3903
1980-05-23,9.7426,9.8182,9.7426,9.7426,4606
1980-05-27,10,10,9.9094,10,7636
1980-05-28,9.955,10.0155,9.9395,9.955,22231
1980-05-29,9.9244,10.0458,9.8488,9.9244,9115
1980-05-30,10.0607,10.0607,9.8638,10.0607,12291
1980-06-02,10,10.0458,10,10,6642
1980-06-03,9.9851,10.0307,9.955,9.9851,5455
1980-06-04,10.1519,10.1519,10,10.1519,7224
1980-06-05,10.2424,10.3186,10.2125,10.2424,10618
1980-06-06,10.2424,10.273,10.2275,10.2424,1745
1980-06-09,10.4243,10.4398,10.3638,10.4243,4315
1980-06-10,10.5155,10.5306,10.455,10.5155,8703
1980-06-11,10.4849,10.5004,10.4093,10.4849,13746
1980-06-12,10.3943,10.5155,10.3794,10.3943,8121
1980-06-13,10.4399,10.4849,10.4399,10.4399,2691
1980-06-16,10.5155,10.576,10.4849,10.5155,3588
1980-06-17,10.5306,10.5306,10.4398,10.5306,4994
1980-06-18,10.576,10.576,10.5306,10.576,11152
1980-06-19,10.5306,10.5911,10.5155,10.5306,14546
1980-06-20,10.4849,10.5004,10.455,10.4849,7127
1980-06-23,10.455,10.4849,10.455,10.455,3685
1980-06-24,10.4399,10.4849,10.3943,10.4399,13285
1980-06-25,10.4849,10.4849,10.4399,10.4849,6327
1980-06-26,10.4243,10.4848,10.4243,10.4243,14255
1980-06-27,10.4243,10.4398,10.3942,10.4243,3249
1980-06-30,10.3638,10.4848,10.3638,10.3638,11758
1980-07-01,10.3943,10.3943,10.2882,10.3943,10982
1980-07-02,10.3793,10.4092,10.3335,10.3793,8194
1980-07-03,10.6063,10.6367,10.4399,10.6063,9091
1980-07-07,10.7428,10.7428,10.6063,10.7428,11297
1980-07-08,10.6516,10.7579,10.6516,10.6516,5867
1980-07-09,10.6367,10.7273,10.6367,10.6367,6667
1980-07-10,10.6218,10.6823,10.5912,10.6218,2497
1980-07-11,10.6063,10.6063,10.5307,10.6063,6012
1980-07-14,10.6367,10.6367,10.576,10.6367,1576
1980-07-15,10.6823,10.7428,10.6823,10.6823,4024
1980-07-16,11.0003,11.0608,10.7427,11.0003,19006
1980-07-17,11.1516,11.2428,11.1215,11.1516,24364
1980-07-18,11.0304,11.1823,11.0304,11.0304,21067
1980-07-21,11.076,11.076,10.9697,11.076,10885
1980-07-22,10.9548,11.0304,10.9092,10.9548,19370
1980-07-23,11.0609,11.1365,11.0004,11.0609,10255
1980-07-24,11.1516,11.1972,11.0911,11.1516,8533
1980-07-25,10.9852,11.0608,10.9548,10.9852,7152
1980-07-28,10.9697,10.9697,10.9247,10.9697,10861
1980-07-29,10.9092,10.9548,10.8941,10.9092,6158
1980-07-30,10.7579,10.8487,10.7273,10.7579,6788
1980-07-31,10.5611,10.576,10.5004,10.5611,13527
1980-08-01,10.4699,10.5611,10.4699,10.4699,9503
1980-08-04,10.4243,10.4243,10.2882,10.4243,8073
1980-08-05,10.455,10.5004,10.455,10.455,8121
1980-08-06,10.4849,10.5004,10.4244,10.4849,7370
1980-08-07,10.6823,10.6974,10.6218,10.6823,8897
1980-08-08,10.6218,10.7579,10.5912,10.6218,6643
1980-08-11,10.773,10.773,10.7123,10.773,8752
1980-08-12,10.6974,10.773,10.6974,10.6974,11588
1980-08-13,10.7123,10.7427,10.6822,10.7123,4703
1980-08-14,10.7579,10.7579,10.6667,10.7579,7830
1980-08-15,10.788,10.8035,10.7579,10.788,6739
1980-08-18,10.6668,10.6974,10.6517,10.6668,2982
1980-08-19,10.6516,10.6516,10.6217,10.6516,2424
1980-08-20,10.7273,10.7273,10.6517,10.7273,2764
1980-08-21,10.8184,10.8184,10.7579,10.8184,2036
1980-08-22,10.7579,10.773,10.7428,10.7579,5649
1980-08-25,10.6668,10.7273,10.6668,10.6668,8921
1980-08-26,10.7273,10.7273,10.6823,10.7273,2545
1980-08-27,10.6668,10.6974,10.6668,10.6668,4339
1980-08-28,10.6218,10.6517,10.5912,10.6218,7539
1980-08-29,10.5611,10.5611,10.5004,10.5611,6885
1980-09-02,10.7273,10.7273,10.6218,10.7273,7758
1980-09-03,10.8035,10.8035,10.7428,10.8035,3200
1980-09-04,10.7273,10.8336,10.6668,10.7273,11830
1980-09-05,10.7579,10.7579,10.7273,10.7579,2036
1980-09-08,10.7579,10.773,10.7273,10.7579,4049
1980-09-09,10.7273,10.7579,10.7124,10.7273,3952
1980-09-10,10.7273,10.7579,10.7273,10.7273,3103
1980-09-11,10.8184,10.8791,10.788,10.8184,8121
1980-09-12,10.9092,10.9398,10.8791,10.9092,3855
1980-09-15,10.9548,10.9548,10.8792,10.9548,2958
1980-09-16,10.7273,10.7579,10.6517,10.7273,10012
1980-09-17,10.7579,10.7579,10.6823,10.7579,13891
1980-09-18,10.7273,10.7579,10.7124,10.7273,6788
1980-09-19,10.6516,10.7272,10.6516,10.6516,9309
1980-09-22,10.7123,10.7427,10.6367,10.7123,10206
1980-09-23,10.6823,10.788,10.6823,10.6823,10206
1980-09-24,10.8336,10.8336,10.7428,10.8336,10449
1980-09-25,10.8791,10.9092,10.8487,10.8791,7321
1980-09-26,10.773,10.8034,10.7427,10.773,7127
1980-09-29,10.6516,10.6974,10.6516,10.6516,3515
1980-09-30,10.7428,10.7731,10.7273,10.7428,5430
1980-10-01,10.7579,10.7579,10.6823,10.7579,13358
1980-10-02,10.8791,10.894,10.8184,10.8791,4945
1980-10-03,11.0304,11.1516,10.8791,11.0304,26909
1980-10-06,11.394,11.394,11.3032,11.394,19733
1980-10-07,11.1216,11.2579,11.1216,11.1216,10497
1980-10-08,11.2728,11.2728,11.1822,11.2728,10764
1980-10-09,11.2579,11.3335,11.2428,11.2579,21334
1980-10-10,11.2579,11.3184,11.2579,11.2579,21697
1980-10-13,11.6821,11.697,11.3491,11.6821,21309
1980-10-14,11.697,11.7882,11.6821,11.697,34352
1980-10-15,11.697,11.7276,11.6671,11.697,28582
1980-10-16,11.7276,11.9095,11.7276,11.7276,39346
1980-10-17,11.8638,11.9096,11.7577,11.8638,32946
1980-10-20,12.0156,12.0763,11.8184,12.0156,46037
1980-10-21,12.2881,12.3637,12.2276,12.2881,45406
1980-10-22,12.485,12.5005,12.2426,12.485,46934
1980-10-23,12.273,12.485,12.2276,12.273,23443
1980-10-24,12.0913,12.0913,12.0157,12.0913,15540
1980-10-27,11.9245,12.0306,11.9245,11.9245,24703
1980-10-28,12.0763,12.0912,11.97,12.0763,14279
1980-10-29,12.0913,12.273,12.0913,12.0913,14182
1980-10-30,12.2581,12.3487,12.2581,12.2581,14934
1980-10-31,12.3944,12.3944,12.1062,12.3944,28509
1980-11-03,12.3032,12.3486,12.2881,12.3032,8533
1980-11-05,12.485,12.6667,12.485,12.485,20897
1980-11-06,12.1368,12.3336,12.0912,12.1368,20776
1980-11-07,11.9095,11.9851,11.8183,11.9095,17406
1980-11-10,11.8184,11.8789,11.7428,11.8184,16024
1980-11-11,12.3638,12.455,12.0913,12.3638,18158
1980-11-12,12.5761,12.6822,12.4549,12.5761,33334
1980-11-13,12.6667,12.7125,12.6062,12.6667,40170
1980-11-14,12.7274,12.8186,12.6368,12.7274,31079
1980-11-17,12.6217,12.6973,12.5761,12.6217,26618
1980-11-18,12.8641,12.9397,12.8185,12.8641,35249
1980-11-19,13.3335,13.5759,12.9398,13.3335,69068
1980-11-20,13.5154,13.6066,13.3335,13.5154,70474
1980-11-21,13.1366,13.4246,13.091,13.1366,54352
1980-11-24,12.6217,12.8486,12.6062,12.6217,26158
1980-11-25,12.6368,12.7881,12.6062,12.6368,36049
1980-11-26,12.8942,12.9549,12.8793,12.8942,22618
1980-11-28,13.091,13.1366,13.046,13.091,21333
1980-12-01,13.0305,13.1366,13.0305,13.0305,26206
1980-12-02,12.8641,13.046,12.8036,12.8641,22764
1980-12-03,12.7578,12.9091,12.7578,12.7578,16897
1980-12-04,12.8486,13.0305,12.7274,12.8486,15370
1980-12-05,12.4243,12.5306,12.3944,12.4243,20897
1980-12-08,11.9549,12.1519,11.8944,11.9549,10279
1980-12-09,11.7125,11.9394,11.6671,11.7125,25746
1980-12-10,11.5915,11.7428,11.5915,11.5915,31297
1980-12-11,11.3491,11.4546,11.3185,11.3491,34328
1980-12-12,11.5153,11.5915,11.4701,11.5153,8655
1980-12-15,11.576,11.7882,11.576,11.576,11903
1980-12-16,11.8789,11.8789,11.7428,11.8789,11443
1980-12-17,12.2881,12.3486,12.0912,12.2881,22861
1980-12-18,12.1213,12.3337,12.1213,12.1213,22521
1980-12-19,12.3032,12.3336,12.0608,12.3032,10279
1980-12-22,12.3032,12.3336,12.258,12.3032,10158
1980-12-23,12.3793,12.485,12.3638,12.3793,7418
1980-12-24,12.3638,12.3944,12.3337,12.3638,2109
1980-12-26,12.3486,12.3637,12.3337,12.3486,679
1980-12-29,12.0608,12.3187,12.0156,12.0608,9552
1980-12-30,11.9394,12.0306,11.8944,11.9394,10158
1980-12-31,11.8184,11.8789,11.7125,11.8184,16485
1981-01-02,11.7577,11.8184,11.7276,11.7577,8679
1981-01-05,11.9245,11.9245,11.8789,11.9245,22182
1981-01-06,11.8944,11.97,11.8944,11.8944,9212
1981-01-07,11.7577,11.7577,11.6365,11.7577,13479
1981-01-08,11.6365,11.697,11.576,11.6365,5164
1981-01-09,11.6365,11.697,11.6214,11.6365,12315
1981-01-12,11.5457,11.682,11.5153,11.5457,14158
1981-01-13,11.4546,11.4546,11.364,11.4546,11249
1981-01-14,11.5153,11.5457,11.5004,11.5153,7467
1981-01-15,11.5608,11.5759,11.5003,11.5608,7176
1981-01-16,11.6671,11.7881,11.6365,11.6671,20412
1981-01-19,11.6821,11.7125,11.6365,11.6821,1867
1981-01-20,11.4546,11.6821,11.4546,11.4546,4873
1981-01-21,11.5608,11.5914,11.47,11.5608,9285
1981-01-22,11.5153,11.6214,11.5004,11.5153,7830
1981-01-23,11.5003,11.5457,11.4852,11.5003,4679
1981-01-26,11.3789,11.5003,11.3789,11.3789,9430
1981-01-27,11.364,11.364,11.2884,11.364,7200
1981-01-28,11.2579,11.4247,11.2428,11.2579,9843
1981-01-29,11.1216,11.1672,11.1067,11.1216,17261
1981-01-30,10.9247,11.1066,10.9247,10.9247,13115
1981-02-02,10.8035,10.9398,10.7428,10.8035,10521
1981-02-03,10.9852,11.0003,10.7273,10.9852,13697
1981-02-04,10.8941,10.9853,10.8792,10.8941,11200
1981-02-05,10.8642,10.9247,10.8487,10.8642,14473
1981-02-06,10.9247,10.9697,10.8791,10.9247,12461
1981-02-09,10.9398,10.9852,10.894,10.9398,19103
1981-02-10,10.788,10.9092,10.788,10.788,21624
1981-02-11,10.5155,10.788,10.5155,10.5155,10352
1981-02-12,10.4092,10.4243,10.3638,10.4092,13236
1981-02-13,10.3186,10.3638,10.273,10.3186,8703
1981-02-17,10.2275,10.3031,10.1819,10.2275,9382
1981-02-18,10.3638,10.3793,10.3186,10.3638,15055
1981-02-19,10.576,10.576,10.455,10.576,13915
1981-02-20,10.6974,10.7579,10.6218,10.6974,8339
1981-02-23,10.6668,10.6974,10.6367,10.6668,3103
1981-02-24,10.6668,10.6974,10.6517,10.6668,5212
1981-02-25,10.788,10.788,10.6517,10.788,6352
1981-02-26,10.8035,10.8184,10.7579,10.8035,4727
1981-02-27,10.7428,10.7579,10.6974,10.7428,4533
1981-03-02,10.6367,10.6974,10.6063,10.6367,5176
1981-03-03,10.576,10.6974,10.576,10.576,5661
1981-03-04,10.6668,10.6974,10.6063,10.6668,5091
1981-03-05,10.5155,10.6668,10.5155,10.5155,5212
1981-03-06,10.4243,10.4848,10.3942,10.4243,5709
1981-03-09,10.3638,10.3942,10.3335,10.3638,6061
1981-03-10,10.1819,10.3943,10.1819,10.1819,5358
1981-03-11,10.0306,10.1214,10,10.0306,7224
1981-03-12,10.6063,10.6367,10.3336,10.6063,13649
1981-03-13,10.1819,10.5455,10.1819,10.1819,9382
1981-03-16,10.1214,10.1518,10.0911,10.1214,5782
1981-03-17,10.1214,10.2731,10.1214,10.1214,12958
1981-03-18,10.3638,10.3942,10.2125,10.3638,5733
1981-03-19,10.0912,10.3943,10.0912,10.0912,6424
1981-03-20,9.9395,10.0307,9.9094,9.9395,5612
1981-03-23,9.9395,9.9395,9.7576,9.9395,9818
1981-03-24,10.0306,10.273,10.0306,10.0306,6436
1981-03-25,10.0912,10.0912,9.879,10.0912,13309
1981-03-26,9.8183,10.1519,9.7576,9.8183,8824
1981-03-27,9.667,9.7882,9.6366,9.667,10109
1981-03-30,9.6366,9.7278,9.5759,9.6366,11406
1981-03-31,9.667,9.7576,9.5458,9.667,11782
1981-04-01,9.5759,9.6366,9.5152,9.5759,8800
1981-04-02,9.5759,9.6671,9.5458,9.5759,8376
1981-04-03,9.3639,9.4246,9.3335,9.3639,13140
1981-04-06,9.1821,9.1821,9.0609,9.1821,14546
1981-04-07,9.1517,9.2429,9.091,9.1517,6194
1981-04-08,9.2727,9.3639,9.2428,9.2727,7661
1981-04-09,9.091,9.2727,9.0303,9.091,13964
1981-04-10,9.0004,9.0303,8.879,9.0004,11952
1981-04-13,8.7879,8.9093,8.7879,8.7879,19843
1981-04-14,8.879,8.879,8.7878,8.879,18170
1981-04-15,8.9698,8.9698,8.8185,8.9698,10109
1981-04-16,9.3334,9.4546,9.1517,9.3334,10946
1981-04-20,9.3034,9.3034,9.1517,9.3034,10740
1981-04-21,9.091,9.2122,9.091,9.091,7830
1981-04-22,9.1214,9.2428,9.1214,9.1214,7927
1981-04-23,9.0303,9.1517,9.0303,9.0303,12582
1981-04-24,9.2429,9.2429,9.1215,9.2429,14776
1981-04-27,9.1517,9.2429,9.1517,9.1517,7612
1981-04-28,9.0303,9.1215,8.9093,9.0303,17564
1981-04-29,8.9093,9.0005,8.8185,8.9093,13285
1981-04-30,8.9397,9.0303,8.9093,8.9397,24837
1981-05-01,9.1517,9.3941,9.1214,9.1517,12727
1981-05-04,9.0004,9.0303,8.9397,9.0004,7673
1981-05-05,8.879,8.9397,8.8486,8.879,10727
1981-05-06,8.9698,9.061,8.9698,8.9698,11091
1981-05-07,8.9397,9.0004,8.9093,8.9397,6158
1981-05-08,9.091,9.1214,9.0609,9.091,4352
1981-05-11,9.0303,9.2429,9.0303,9.0303,4618
1981-05-12,9.091,9.1214,9.0303,9.091,3467
1981-05-13,9.1214,9.1517,9.0609,9.1214,2873
1981-05-14,9.091,9.1214,9.0004,9.091,3503
1981-05-15,9.2122,9.2122,9.091,9.2122,5455
1981-05-18,9.3334,9.3638,9.2122,9.3334,7600
1981-05-19,8.9698,9.1517,8.9698,8.9698,12946
1981-05-20,8.8185,8.9093,8.7273,8.8185,19103
1981-05-21,8.8185,8.8185,8.6668,8.8185,8133
1981-05-22,8.8185,8.8185,8.6973,8.8185,4267
1981-05-26,8.3942,8.4549,8.3638,8.3942,3903
1981-05-27,8.3637,8.3941,8.2731,8.3637,8352
1981-05-28,8.3942,8.3942,8.3337,8.3942,6570
1981-05-29,8.182,8.2425,8.1213,8.182,22158
1981-06-01,7.9093,8.0307,7.9093,7.9093,8376
1981-06-02,7.6669,7.7883,7.6669,7.6669,10497
1981-06-03,7.8182,7.8182,7.5758,7.8182,12327
1981-06-04,7.5757,7.6971,7.5757,7.5757,9830
1981-06-05,7.6064,7.6365,7.394,7.6064,27916
1981-06-08,7.6064,7.6669,7.5459,7.6064,10812
1981-06-09,7.5757,7.6063,7.5152,7.5757,19030
1981-06-10,7.6669,7.7276,7.6365,7.6669,10800
1981-06-11,7.7577,7.7577,7.6064,7.7577,15321
1981-06-12,7.6971,7.7883,7.6971,7.6971,40703
1981-06-15,7.7276,7.7883,7.6972,7.7276,13346
1981-06-16,7.6364,7.7883,7.6063,7.6364,20327
1981-06-17,7.7577,7.7577,7.5153,7.7577,16509
1981-06-18,7.6064,7.7276,7.5758,7.6064,12970
1981-06-19,7.7276,7.7577,7.6064,7.7276,12352
1981-06-22,7.9093,7.9396,7.8488,7.9093,15527
1981-06-23,8.0001,8.0001,7.8182,8.0001,23273
1981-06-24,8.0001,8.0001,7.9396,8.0001,36607
1981-06-25,8.0606,8.1518,8.0307,8.0606,8509
1981-06-26,7.9396,7.97,7.8789,7.9396,6449
1981-06-29,7.8488,7.9396,7.8488,7.8488,12994
1981-06-30,7.8182,7.9094,7.7883,7.8182,9964
1981-07-01,7.6669,7.7883,7.6669,7.6669,9515
1981-07-02,7.5757,7.6971,7.5757,7.5757,8364
1981-07-06,7.4852,7.5153,7.4245,7.4852,8049
1981-07-07,7.5459,7.5758,7.4852,7.5459,17576
1981-07-08,7.4547,7.5757,7.4547,7.4547,21346
1981-07-09,7.7276,7.7276,7.4547,7.7276,44279
1981-07-10,7.8789,7.9396,7.7276,7.8789,37770
1981-07-13,8.0307,8.182,8.0001,8.0307,14667
1981-07-14,8.0912,8.1213,7.9395,8.0912,16255
1981-07-15,8.4549,8.4549,8.182,8.4549,26352
1981-07-16,8.1213,8.3337,8.1213,8.1213,29709
1981-07-17,8.1213,8.1213,8.0606,8.1213,14837
1981-07-20,7.7276,8.0307,7.7276,7.7276,13188
1981-07-21,7.8789,7.8789,7.7883,7.8789,10873
1981-07-22,7.9396,8.0606,7.9396,7.9396,15540
1981-07-23,8.0001,8.0606,7.97,8.0001,7285
1981-07-24,8.0912,8.1213,8,8.0912,13430
1981-07-27,8.1213,8.2125,8.0912,8.1213,6715
1981-07-28,8.0307,8.1517,8.0307,8.0307,11164
1981-07-29,8.0001,8.0606,8.0001,8.0001,6412
1981-07-30,8.0001,8.0307,7.9396,8.0001,7709
1981-07-31,8.0606,8.1213,8.0001,8.0606,10352
1981-08-03,7.97,8.0912,7.9396,7.97,5491
1981-08-04,7.97,8.0307,7.97,7.97,6667
1981-08-05,8.2124,8.303,8.1212,8.2124,16036
1981-08-06,8.3637,8.4244,8.3336,8.3637,17006
1981-08-07,8.182,8.3637,8.1517,8.182,8849
1981-08-10,8.2425,8.2425,8.182,8.2425,8400
1981-08-11,8.2425,8.303,8.182,8.2425,10933
1981-08-12,8.6668,8.7878,8.4849,8.6668,26473
1981-08-13,8.6668,8.8185,8.6668,8.6668,38230
1981-08-14,8.6061,8.6973,8.6061,8.6061,15285
1981-08-17,8.5761,8.6366,8.5455,8.5761,17103
1981-08-18,8.5761,8.6366,8.5455,8.5761,8085
1981-08-19,8.4849,8.4849,8.4244,8.4849,11794
1981-08-20,8.6366,8.6973,8.6062,8.6366,20570
1981-08-21,8.4549,8.6366,8.3942,8.4549,8667
1981-08-24,7.8789,8.182,7.8789,7.8789,15491
1981-08-25,7.9396,7.9396,7.7883,7.9396,12546
1981-08-26,7.97,8.0001,7.9396,7.97,5927
1981-08-27,7.7577,7.9396,7.7276,7.7577,19406
1981-08-28,7.8789,7.9396,7.7883,7.8789,4873
1981-08-31,7.8488,7.97,7.7883,7.8488,8824
1981-09-01,7.6971,7.7883,7.6364,7.6971,15127
1981-09-02,7.8789,7.8789,7.6972,7.8789,8994
1981-09-03,7.6971,7.8488,7.6971,7.6971,10279
1981-09-04,7.6971,7.8181,7.6971,7.6971,8521
1981-09-08,7.5757,7.6364,7.4851,7.5757,7333
1981-09-09,7.6669,7.6972,7.6064,7.6669,5539
1981-09-10,7.7276,7.7276,7.6669,7.7276,7952
1981-09-11,7.7883,7.7883,7.6971,7.7883,3164
1981-09-14,7.8488,7.8488,7.7883,7.8488,5721
1981-09-15,7.6364,7.6668,7.5757,7.6364,9988
1981-09-16,7.6064,7.8182,7.5459,7.6064,4727
1981-09-17,7.5459,7.6669,7.5459,7.5459,5382
1981-09-18,7.394,7.5152,7.3333,7.394,13127
1981-09-21,7.364,7.364,7.2428,7.364,7006
1981-09-22,7.2728,7.364,7.2427,7.2728,8849
1981-09-23,7.1215,7.1215,7.0303,7.1215,25406
1981-09-24,7.0003,7.0909,7.0003,7.0003,13006
1981-09-25,6.7879,6.9698,6.7578,6.7879,18194
1981-09-28,6.9092,6.9092,6.5456,6.9092,20752
1981-09-29,6.8791,6.9396,6.8186,6.8791,13479
1981-09-30,6.8791,6.9396,6.8485,6.8791,7018
1981-10-01,7.2728,7.3034,6.8791,7.2728,11794
1981-10-02,7.5459,7.5758,7.4547,7.5459,17176
1981-10-05,7.5152,7.7576,7.394,7.5152,13455
1981-10-06,7.5757,7.6063,7.4547,7.5757,10752
1981-10-07,7.6971,7.7576,7.6364,7.6971,8873
1981-10-08,7.6669,7.7276,7.6064,7.6669,10836
1981-10-09,7.6364,7.7276,7.6364,7.6364,3988
1981-10-12,7.5459,7.6669,7.5459,7.5459,6230
1981-10-13,7.4245,7.5153,7.3941,7.4245,4509
1981-10-14,7.3333,7.394,7.2728,7.3333,11127
1981-10-15,7.394,7.4244,7.3034,7.394,9358
1981-10-16,7.2728,7.394,7.2728,7.2728,4606
1981-10-19,7.1516,7.2428,7.1215,7.1516,6121
1981-10-20,7.394,7.4852,7.3639,7.394,7067
1981-10-21,7.5757,7.6364,7.5757,7.5757,15261
1981-10-22,7.6064,7.6064,7.4852,7.6064,6170
1981-10-23,7.4852,7.6064,7.4852,7.4852,9794
1981-10-26,7.6669,7.6669,7.5757,7.6669,18146
1981-10-27,7.7883,7.8488,7.7276,7.7883,14933
1981-10-28,7.7577,7.8182,7.7276,7.7577,6255
1981-10-29,7.9093,7.97,7.8488,7.9093,8327
1981-10-30,8.3637,8.3941,7.9093,8.3637,24679
1981-11-02,8.3637,8.5761,8.3336,8.3637,9818
1981-11-03,8.4244,8.4244,8.2731,8.4244,11018
1981-11-04,8.2124,8.303,8.182,8.2124,17673
1981-11-05,8.2124,8.4244,8.2124,8.2124,9733
1981-11-06,8.2425,8.303,8.1517,8.2425,16752
1981-11-09,8.2731,8.2731,8.1819,8.2731,8473
1981-11-10,8.0307,8.2124,8.0001,8.0307,6485
1981-11-11,8.0307,8.0606,8.0001,8.0307,9430
1981-11-12,8.0606,8.1213,8.0307,8.0606,14146
1981-11-13,7.9396,8.0308,7.9396,7.9396,6958
1981-11-16,7.8182,7.8789,7.7883,7.8182,7188
1981-11-17,7.7883,7.9093,7.7883,7.7883,9091
1981-11-18,7.8488,7.9093,7.7576,7.8488,14170
1981-11-19,8.0912,8.182,8,8.0912,10982
1981-11-20,8.2731,8.4244,8.2731,8.2731,8242
1981-11-23,8.4244,8.4244,8.2425,8.4244,12146
1981-11-24,8.6973,8.6973,8.4849,8.6973,11818
1981-11-25,8.6366,8.758,8.6062,8.6366,9988
1981-11-27,8.8185,8.8486,8.7879,8.8185,5188
1981-11-30,8.9397,8.9698,8.7878,8.9397,10764
1981-12-01,8.8185,8.8486,8.7879,8.8185,14679
1981-12-02,8.879,8.879,8.8185,8.879,17455
1981-12-03,8.758,8.8486,8.758,8.758,7491
1981-12-04,8.9397,9.0303,8.758,8.9397,8388
1981-12-07,8.9698,9.061,8.9698,8.9698,8873
1981-12-08,8.8486,8.9398,8.7879,8.8486,11249
1981-12-09,8.8486,8.8486,8.8185,8.8486,5636
1981-12-10,8.9093,8.9397,8.8486,8.9093,15649
1981-12-11,8.8185,8.9397,8.8185,8.8185,6291
1981-12-14,8.5761,8.7274,8.5761,8.5761,8655
1981-12-15,8.6973,8.7274,8.6061,8.6973,7576
1981-12-16,8.5156,8.6366,8.485,8.5156,5830
1981-12-17,8.3942,8.485,8.3638,8.3942,9164
1981-12-18,8.3942,8.4245,8.3638,8.3942,11346
1981-12-21,8.303,8.4244,8.2731,8.303,8715
1981-12-22,8.3337,8.3942,8.3031,8.3337,11285
1981-12-23,8.2425,8.3637,8.182,8.2425,5770
1981-12-24,8.2731,8.2731,8.1517,8.2731,2642
1981-12-28,8.2425,8.303,8.2124,8.2425,1673
1981-12-29,8.3637,8.4244,8.2731,8.3637,4921
1981-12-30,8.5156,8.5156,8.4244,8.5156,4824
1981-12-31,8.4549,8.5156,8.3942,8.4549,4485
1982-01-04,8.5454,8.5454,8.4548,8.5454,7418
1982-01-05,8.2731,8.4244,8.2124,8.2731,18194
1982-01-06,8.2425,8.3337,8.2124,8.2425,6824
1982-01-07,8.182,8.2425,8.1213,8.182,16024
1982-01-08,8.2425,8.2731,8.2124,8.2425,4921
1982-01-11,8.0001,8.2425,7.9396,8.0001,17455
1982-01-12,7.8182,7.9094,7.7577,7.8182,13334
1982-01-13,7.6669,7.9093,7.6669,7.6669,13127
1982-01-14,7.8182,7.8182,7.6669,7.8182,32085
